1,0.0001,1,2,0,0.0001540184020996094
1,1e-06,1,2,0,8.106231689453125e-05
1,1e-08,1,2,0,7.605552673339844e-05
1,1e-10,1,2,0,7.510185241699219e-05
1,1e-12,1,2,0,7.390975952148438e-05
2,0.0001,1.080329942278681,415,0.0009950821954642919,0.01425695419311523
2,1e-06,1.051170481997603,1000,0.000261115331566586,0.03365612030029297
2,1e-08,1.051170481997603,1000,0.000261115331566586,0.03269505500793457
2,1e-10,1.051170481997603,1000,0.000261115331566586,0.03225994110107422
2,1e-12,1.051170481997603,1000,0.000261115331566586,0.05038619041442871
3,0.0001,3,2,0,0.0001370906829833984
3,1e-06,3,2,0,0.0001270771026611328
3,1e-08,3,2,0,0.0001280307769775391
3,1e-10,3,2,0,0.0001270771026611328
3,1e-12,3,2,0,0.000141143798828125
4,0.0001,NaN,8,NaN,0.000476837158203125
4,1e-06,NaN,8,NaN,0.0005729198455810547
4,1e-08,NaN,8,NaN,0.0004909038543701172
4,1e-10,NaN,8,NaN,0.0005028247833251953
4,1e-12,NaN,8,NaN,0.0004858970642089844
5,0.0001,NaN,7,NaN,0.0004079341888427734
5,1e-06,NaN,7,NaN,0.0004119873046875
5,1e-08,NaN,7,NaN,0.0004019737243652344
5,1e-10,NaN,7,NaN,0.0004100799560546875
5,1e-12,NaN,7,NaN,0.0004460811614990234
1,0.0001,1,2,0,0.0001580715179443359
1,1e-06,1,2,0,0.0001380443572998047
1,1e-08,1,2,0,0.0001471042633056641
1,1e-10,1,2,0,0.0001339912414550781
1,1e-12,1,2,0,0.0001239776611328125
2,0.0001,2.999259294546442,83,0.005919062331635416,0.005449056625366211
2,1e-06,2.999992498953358,122,6.000769796443706e-05,0.007880926132202148
2,1e-08,2.999999924111183,161,6.071104685645423e-07,0.006429910659790039
2,1e-10,2.999999999232233,200,6.142130359876319e-09,0.007600069046020508
2,1e-12,2.999999999992232,239,6.212985681486316e-11,0.00914311408996582
3,0.0001,3,2,0,8.511543273925781e-05
3,1e-06,3,2,0,7.700920104980469e-05
3,1e-08,3,2,0,7.796287536621094e-05
3,1e-10,3,2,0,7.700920104980469e-05
3,1e-12,3,2,0,7.605552673339844e-05
4,0.0001,3.000738805069205,54,0.005916992968700185,0.001965999603271484
4,1e-06,3.000007467206005,93,5.973831716943323e-05,0.003374814987182617
4,1e-08,3.000000075544957,132,6.043597338134532e-07,0.004829883575439453
4,1e-10,3.000000000764288,171,6.114305506343953e-09,0.00622105598449707
4,1e-12,3.000000000007733,210,6.186695600263192e-11,0.007696151733398438
5,0.0001,3.0007693694013,54,0.006162061094538984,0.001996994018554688
5,1e-06,3.000007775810482,93,6.220720939609237e-05,0.003432035446166992
5,1e-08,3.000000078667044,132,6.293364229748022e-07,0.004808902740478516
5,1e-10,3.000000000795874,171,6.367010030317033e-09,0.0062408447265625
5,1e-12,3.000000000007157,211,5.727684992962168e-11,0.007639884948730469
1,0.0001,1,2,0,0.0002150535583496094
1,1e-06,1,2,0,0.0001621246337890625
1,1e-08,1,2,0,0.0001599788665771484
1,1e-10,1,2,0,0.0001587867736816406
1,1e-12,1,2,0,0.0001590251922607422
2,0.0001,2.998774227101785,100,0.009788164003555977,0.01150608062744141
2,1e-06,2.999987885917773,160,9.691089680785581e-05,0.01830792427062988
2,1e-08,2.999999880362257,220,9.571017578480223e-07,0.02610182762145996
2,1e-10,2.999999998818475,280,9.452215010696818e-09,0.03387999534606934
2,1e-12,2.999999999988332,340,9.334399919680436e-11,0.04098415374755859
3,0.0001,3,2,0,0.0001680850982666016
3,1e-06,3,2,0,0.0001609325408935547
3,1e-08,3,2,0,0.00016021728515625
3,1e-10,3,2,0,0.0001599788665771484
3,1e-12,3,2,0,0.0001590251922607422
4,0.0001,3.001162590898632,83,0.009316956030342993,0.009505987167358398
4,1e-06,3.000012391838083,142,9.913654736593003e-05,0.01619291305541992
4,1e-08,3.000000122379116,202,9.790331034764677e-07,0.02323698997497559
4,1e-10,3.000000001208599,262,9.668791989270176e-09,0.03008198738098145
4,1e-12,3.000000000011935,322,9.548628554512106e-11,0.04732394218444824
5,0.0001,3.001177219141646,88,0.009434393062640822,0.01093602180480957
5,1e-06,3.000011618190527,148,9.294714399743498e-05,0.01813292503356934
5,1e-08,3.000000123917895,207,9.91343338085926e-07,0.02432608604431152
5,1e-10,3.000000001223794,267,9.790340982362977e-09,0.03083491325378418
5,1e-12,3.000000000012086,327,9.669420819591323e-11,0.03767704963684082
